Frame,Cis count,Trans count
0,443,920
1,448,916
2,490,874
3,486,878
4,458,906
5,472,892
6,464,900
7,472,892
8,449,915
9,460,904
10,462,902
11,489,875
12,452,912
13,463,901
14,480,884
15,486,878
16,467,897
17,463,901
18,483,881
19,496,868
20,458,906
21,469,895
22,464,900
23,455,909
24,454,910
25,472,892
26,472,892
27,469,895
28,447,917
29,471,893
30,474,890
31,465,899
32,463,901
33,486,878
34,463,901
35,473,891
36,461,903
37,475,889
38,453,911
39,472,892
40,459,905
41,444,920
42,480,884
43,468,896
44,485,879
45,442,922
46,455,909
47,471,893
48,488,876
49,469,895
50,470,894
51,451,913
52,456,908
53,455,909
54,466,898
55,454,910
56,460,904
57,439,925
58,450,914
59,487,877
60,456,908
61,466,898
62,441,923
63,458,906
64,493,871
65,446,918
66,447,917
67,451,913
68,457,907
69,458,906
70,443,921
71,474,890
72,460,901
73,445,919
74,459,905
75,445,919
76,456,908
77,452,912
78,479,885
79,454,910
80,459,905
81,476,888
82,449,915
83,461,903
84,456,908
85,439,925
86,482,882
87,469,895
88,465,899
89,466,898
90,435,929
91,421,943
92,443,921
93,472,892
94,436,928
95,462,902
96,473,891
97,451,913
98,472,892
99,460,904
100,475,889
101,457,907
102,448,916
103,465,899
104,469,895
105,449,915
106,456,908
107,463,901
108,450,914
109,483,881
110,441,923
111,457,907
112,488,876
113,455,909
114,458,906
115,444,920
116,454,910
117,449,915
118,452,912
119,467,897
120,460,904
121,455,909
122,462,902
123,459,905
124,453,911
125,443,921
126,455,909
127,464,900
128,445,919
129,446,918
130,460,904
131,444,920
132,448,916
133,449,915
134,452,912
135,466,898
136,423,941
137,423,941
138,452,912
139,457,907
140,456,908
141,449,915
142,462,902
143,453,911
144,453,911
145,448,916
146,458,906
147,491,873
148,466,898
149,456,908
150,453,911
151,479,885
152,455,909
153,443,921
154,485,879
155,452,912
156,460,904
157,456,908
158,461,903
159,456,908
160,463,901
161,441,923
162,428,936
163,434,930
164,435,929
165,448,916
166,449,915
167,446,918
168,449,915
169,456,908
170,436,928
171,458,906
172,444,920
173,480,884
174,453,911
175,435,929
176,437,927
177,463,901
178,475,889
179,445,919
180,459,905
181,432,932
182,440,924
183,474,890
184,467,897
185,454,910
186,451,913
187,431,933
188,455,909
189,452,912
190,446,918
191,449,915
192,478,886
193,458,906
194,435,929
195,459,905
196,424,940
197,460,904
198,449,915
199,428,936
200,458,906
201,434,930
202,436,928
203,450,914
204,476,888
205,452,912
206,457,907
207,444,920
208,457,907
209,456,908
210,471,893
211,464,900
212,441,923
213,465,899
214,472,892
215,440,924
216,472,892
217,457,907
218,465,899
219,462,902
220,448,916
221,458,906
222,461,903
223,436,928
224,433,931
225,454,910
226,450,914
227,443,921
228,443,921
229,429,935
230,414,950
231,422,942
232,401,963
233,465,899
234,437,927
235,442,922
236,432,932
237,448,916
238,436,928
239,448,916
240,456,908
241,425,939
242,443,921
243,442,922
244,459,905
245,423,941
246,435,929
247,461,903
248,464,900
249,454,910
250,440,924
251,450,914
252,466,898
253,456,908
254,458,906
255,463,901
256,453,911
257,447,917
258,483,881
259,458,906
260,460,904
261,438,926
262,459,905
263,443,921
264,470,894
265,464,900
266,412,952
267,431,933
268,449,915
269,435,929
270,432,932
271,443,921
272,424,940
273,437,927
274,446,918
275,454,910
276,459,905
277,425,939
278,472,892
279,449,915
280,480,881
281,428,936
282,430,934
283,473,891
284,471,893
285,454,910
286,428,936
287,423,941
288,434,930
289,463,901
290,444,920
291,421,943
292,457,907
293,460,904
294,465,899
295,431,933
296,452,912
297,424,940
298,446,918
299,447,917
300,461,903
301,448,916
302,438,926
303,445,919
304,427,937
305,444,920
306,441,923
307,461,903
308,421,943
309,425,939
310,420,944
311,426,938
312,449,915
313,428,936
314,454,910
315,411,953
316,445,919
317,439,925
318,448,916
319,461,903
320,441,923
321,414,950
322,453,911
323,454,910
324,421,943
325,425,939
326,420,944
327,429,935
328,446,918
329,424,940
330,421,941
331,424,940
332,430,934
333,444,920
334,470,894
335,426,938
336,439,925
337,432,932
338,434,930
339,449,915
340,453,911
341,445,919
342,446,918
343,465,899
344,457,907
345,440,924
346,451,913
347,447,917
348,431,933
349,411,953
350,421,943
351,434,930
352,426,938
353,447,917
354,432,932
355,436,928
356,440,924
357,445,919
358,459,905
359,418,946
360,455,909
361,445,919
362,433,931
363,417,947
364,457,907
365,448,916
366,446,918
367,447,917
368,424,940
369,412,952
370,420,944
371,417,947
372,441,923
373,451,913
374,454,910
375,436,928
376,436,928
377,432,932
378,447,917
379,454,910
380,425,939
381,433,931
382,431,933
383,427,937
384,429,935
385,453,911
386,451,913
387,404,960
388,444,920
389,426,938
390,440,921
391,454,910
392,441,923
393,443,921
394,440,924
395,419,945
396,447,917
397,433,931
398,443,921
399,418,946
400,438,926
401,425,939
402,456,908
403,442,922
404,459,905
405,423,941
406,436,928
407,445,919
408,427,937
409,442,922
410,428,936
411,422,942
412,426,938
413,444,920
414,442,922
415,457,907
416,446,918
417,428,936
418,435,929
419,436,928
420,450,914
421,443,921
422,438,926
423,408,956
424,459,905
425,475,889
426,437,927
427,442,922
428,450,914
429,421,943
430,452,912
431,436,928
432,429,935
433,432,932
434,447,917
435,445,919
436,420,944
437,442,922
438,421,943
439,408,956
440,439,925
441,410,954
442,460,904
443,428,936
444,441,923
445,470,894
446,436,928
447,443,921
448,419,945
449,428,936
450,454,910
451,430,934
452,433,931
453,415,949
454,443,921
455,467,897
456,462,902
457,414,950
458,408,956
459,439,925
460,435,929
461,453,911
462,461,903
463,423,941
464,436,928
465,445,919
466,447,917
467,437,927
468,439,925
469,422,942
470,451,913
471,440,924
472,425,939
473,438,926
474,444,920
475,443,921
476,458,906
477,449,915
478,442,922
479,450,914
480,461,903
481,456,908
482,441,923
483,440,924
484,442,922
485,459,905
486,428,936
487,427,937
488,408,956
489,427,937
490,444,920
491,420,944
492,458,906
493,429,935
494,422,942
495,439,925
496,442,922
497,423,941
498,429,935
499,435,929
500,425,939
501,436,928
502,426,938
503,441,923
504,422,942
505,453,911
506,424,940
507,443,921
508,446,918
509,444,920
510,398,966
511,410,954
512,432,932
513,434,930
514,443,921
515,432,932
516,455,909
517,441,923
518,446,918
519,421,943
520,430,934
521,425,939
522,440,924
523,413,951
524,418,946
525,413,951
526,440,924
527,398,966
528,435,929
529,441,923
530,453,911
531,427,937
532,435,929
533,435,929
534,391,973
535,427,937
536,441,923
537,427,937
538,414,950
539,408,956
540,439,925
541,430,934
542,425,939
543,453,911
544,420,944
545,433,931
546,423,941
547,444,920
548,412,952
549,399,965
550,444,920
551,431,933
552,458,906
