Frame,Cis count,Trans count
0,357,696
1,350,703
2,357,696
3,347,706
4,387,666
5,344,709
6,364,689
7,343,710
8,357,696
9,362,691
10,352,701
11,356,697
12,367,686
13,341,712
14,369,684
15,378,675
16,360,693
17,365,688
18,371,682
19,351,702
20,349,701
21,347,706
22,367,686
23,338,715
24,350,703
25,352,701
26,356,697
27,341,712
28,349,704
29,365,688
30,351,702
31,346,707
32,359,694
33,355,698
34,319,734
35,380,673
36,364,689
37,371,682
38,357,696
39,334,719
40,352,701
41,367,686
42,364,689
43,362,691
44,360,693
45,333,720
46,362,691
47,339,714
48,379,674
49,353,700
50,351,702
51,342,711
52,350,703
53,355,698
54,361,692
55,344,709
56,359,694
57,347,706
58,340,713
59,332,721
60,360,693
61,350,703
62,361,692
63,360,693
64,347,706
65,323,730
66,325,728
67,361,692
68,344,709
69,328,725
70,318,735
71,354,699
72,342,711
73,339,714
74,361,692
75,346,707
76,347,706
77,355,698
78,334,719
79,339,714
80,353,700
81,339,714
82,351,702
83,348,705
84,354,699
85,337,716
86,346,707
87,360,693
88,324,729
89,352,701
90,378,675
91,343,710
92,335,718
93,348,705
94,352,701
95,353,700
96,347,706
97,358,695
98,355,698
99,335,718
100,355,695
101,367,686
102,378,675
103,358,695
104,367,686
105,343,710
106,357,696
107,386,667
108,347,706
109,356,697
110,324,729
111,363,690
112,370,683
113,351,702
114,355,698
115,344,709
116,347,706
117,340,713
118,328,725
119,353,700
120,358,695
121,333,720
122,349,704
123,366,687
124,358,695
125,353,700
126,344,709
127,337,716
128,359,694
129,350,703
130,374,679
131,355,698
132,330,723
133,370,683
134,331,722
135,343,710
136,351,702
137,345,708
138,350,703
139,346,707
140,336,717
141,331,722
142,325,728
143,361,692
144,332,721
145,345,708
146,321,732
147,335,718
148,334,719
149,354,699
150,349,704
151,348,705
152,359,694
153,357,696
154,377,676
155,331,722
156,354,699
157,342,711
158,326,727
159,364,689
160,361,692
161,343,710
162,365,688
163,335,718
164,334,719
165,336,717
166,355,698
167,324,729
168,352,701
169,381,672
170,349,704
171,329,724
172,368,685
173,351,702
174,341,712
175,343,710
176,336,717
177,346,707
178,341,712
179,365,688
180,342,711
181,360,693
182,358,695
183,364,689
184,347,706
185,334,719
186,320,733
187,342,711
188,339,714
189,365,688
190,327,726
191,332,721
192,342,711
193,367,686
194,348,705
195,345,708
196,352,701
197,364,689
198,357,696
199,335,718
200,351,702
201,338,715
202,337,716
203,329,724
204,336,717
205,351,702
206,351,702
207,333,720
208,346,707
209,363,690
210,376,677
211,351,702
212,347,706
213,349,704
214,349,704
215,340,713
216,341,712
217,350,703
218,351,702
219,337,716
220,347,706
