Frame,Cis count,Trans count
0,179,342
1,168,348
2,178,338
3,195,321
4,163,353
5,167,349
6,165,351
7,174,342
8,150,366
9,175,344
10,164,352
11,163,353
12,166,350
13,166,350
14,176,343
15,176,340
16,160,356
17,149,340
18,160,356
19,185,331
20,176,340
21,190,326
22,163,353
23,154,362
24,170,346
25,167,349
26,164,352
27,170,346
28,155,361
29,174,342
30,163,353
31,155,352
32,184,332
33,170,346
34,165,351
35,159,357
36,177,339
37,154,362
38,172,344
39,174,342
40,168,348
41,169,347
42,167,349
43,172,344
44,160,356
45,152,364
46,164,352
47,142,374
48,170,346
49,166,350
50,169,347
51,168,348
52,168,348
53,176,340
54,165,351
55,160,356
56,178,338
57,175,341
58,164,352
59,169,347
60,187,329
61,161,355
62,176,340
63,169,347
64,166,350
65,176,340
66,167,349
67,172,344
68,161,355
69,165,351
70,158,358
71,165,351
72,158,358
73,156,360
74,170,346
75,174,342
76,166,350
77,175,341
78,176,340
79,188,328
80,169,347
81,161,355
82,160,356
83,170,346
84,167,349
85,158,358
86,185,331
87,159,357
88,162,354
89,164,352
90,161,355
91,176,340
92,176,340
93,171,345
94,154,362
95,172,344
96,155,361
97,162,354
98,164,352
99,168,348
100,154,362
101,169,347
102,155,361
103,170,346
104,151,365
105,167,349
106,159,357
107,170,346
108,168,348
109,173,343
110,175,341
111,161,355
112,166,350
113,175,341
114,164,352
115,169,347
116,180,336
117,171,345
118,182,334
119,166,350
120,156,360
121,145,371
122,178,338
123,175,341
124,167,349
125,169,347
126,167,349
127,170,346
128,169,347
129,175,341
130,158,358
131,171,345
132,167,349
133,159,357
134,173,343
135,172,344
136,157,359
137,164,352
138,163,353
139,162,354
140,161,355
141,182,334
142,176,340
143,164,352
144,167,349
145,189,327
146,154,362
147,168,348
148,163,353
149,170,346
150,178,338
151,174,342
152,169,347
153,175,341
154,175,341
155,168,348
156,155,361
157,171,345
158,160,356
159,167,349
160,170,346
161,147,369
162,179,337
163,185,331
164,175,341
165,158,358
166,170,346
167,172,344
168,148,368
169,172,344
170,155,361
171,156,360
172,192,324
173,171,345
174,156,360
175,164,352
176,165,351
177,179,337
178,158,358
179,180,339
180,169,347
181,161,355
182,169,347
183,177,339
184,188,328
185,157,359
186,154,362
187,166,350
188,178,338
189,184,332
190,175,341
191,177,339
192,175,341
193,172,344
194,174,342
195,168,348
196,172,344
197,156,360
198,172,344
199,164,352
200,170,346
201,169,347
202,176,340
203,175,341
204,172,344
205,176,340
206,153,363
207,158,358
208,164,352
209,156,360
210,165,351
211,174,342
212,181,335
213,168,348
214,157,359
215,163,353
216,171,345
217,185,331
218,176,340
219,162,354
220,190,326
221,168,348
222,158,358
223,156,360
224,167,349
225,160,356
226,163,353
227,186,330
228,186,330
229,154,362
230,169,347
231,171,345
232,181,335
233,148,368
234,168,348
235,163,353
236,157,359
237,169,347
238,164,352
239,177,339
240,171,345
241,169,347
242,162,354
243,176,340
244,171,345
245,163,353
246,175,341
247,181,335
248,172,344
249,158,358
250,174,342
251,163,353
252,164,352
253,173,343
254,165,351
255,184,332
256,166,350
257,164,352
258,167,349
259,173,343
260,175,341
261,164,352
262,172,344
263,164,352
264,161,355
265,175,341
266,170,346
267,168,348
268,169,347
269,158,358
270,157,359
271,171,345
272,171,345
273,162,354
274,165,351
275,169,347
276,160,356
277,180,336
278,170,346
279,176,340
280,174,342
281,166,350
282,174,342
283,157,359
284,162,354
285,166,350
286,174,342
287,169,347
288,167,349
289,171,345
290,161,355
291,171,345
292,186,330
293,173,343
294,154,362
295,170,346
296,164,352
297,157,359
298,162,354
299,166,350
300,163,353
301,157,359
302,181,335
303,162,354
304,152,364
305,178,338
306,175,341
307,175,341
308,159,357
309,162,354
310,168,348
311,183,333
312,189,327
313,171,345
314,176,340
315,162,354
316,166,350
317,172,344
318,184,332
319,175,341
320,167,349
321,167,349
322,207,309
323,177,339
324,162,354
325,179,337
326,171,345
327,166,350
328,174,342
329,177,339
330,164,352
331,181,335
332,183,333
333,178,338
334,167,349
335,167,349
336,149,367
337,163,353
338,176,340
339,167,349
340,176,340
341,170,346
342,163,353
343,161,355
344,162,354
345,165,351
346,163,353
347,170,346
348,163,353
349,168,348
350,172,344
351,178,338
352,175,341
353,183,333
354,190,326
355,188,328
356,173,343
357,161,355
358,170,346
359,164,352
360,174,342
361,181,335
362,169,347
363,167,349
364,161,355
365,178,338
366,153,363
367,181,335
368,164,352
369,171,345
370,164,352
371,166,350
372,193,323
373,173,343
374,168,348
375,169,347
376,168,348
377,174,342
378,162,354
379,152,364
380,162,354
381,173,343
382,162,354
383,178,338
384,171,345
385,187,329
386,171,345
387,155,361
388,168,348
389,162,354
390,161,355
391,171,345
392,160,356
393,167,349
394,168,348
395,169,347
396,173,343
397,156,360
398,181,335
399,179,337
400,171,345
401,155,361
402,162,354
403,176,340
404,155,361
405,166,350
406,163,353
407,188,328
408,171,345
409,162,354
410,172,344
411,164,352
412,172,344
413,156,360
414,166,350
415,166,350
416,162,354
417,161,355
418,166,350
419,166,350
420,159,357
421,171,345
422,177,339
423,165,351
424,174,342
425,171,345
426,164,352
427,171,345
428,162,354
429,161,355
430,171,345
431,159,357
432,168,348
433,159,357
434,169,347
435,176,340
436,166,350
437,155,361
438,174,342
439,167,349
440,185,331
441,159,357
442,167,349
443,163,353
444,175,341
445,187,329
446,177,339
447,177,339
448,178,338
449,170,346
450,157,359
451,171,345
452,177,339
453,164,352
454,167,349
455,163,353
456,172,344
457,172,344
458,159,357
459,175,341
460,171,345
461,181,335
462,184,332
463,178,338
464,172,344
465,179,337
466,170,346
467,172,344
468,167,349
469,174,342
